"id","source","source_accessed","source_identifier","short_title","author","year","gender","translator","title","publication","format","catalogue_numbers","notes","further_editions","scan_identifiers_space_separated_semicolon_separates_volumes_of_same_edition","scan_notes_volumes_missing,_second_edition_etc_semicolon_comments_on_corresponding_edition_in_scan_field"
2365,"GARSIDE1830-1836",20110421,"1830:093","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2366,"GARSIDE1830-1836",20110421,"1830:094","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2367,"GARSIDE1830-1836",20110421,"1830:095","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2368,"GARSIDE1830-1836",20110421,"1830:096","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2369,"GARSIDE1830-1836",20110421,"1830:097","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2370,"GARSIDE1830-1836",20110421,"1830:098","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2371,"GARSIDE1830-1836",20110421,"1830:099","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2372,"GARSIDE1830-1836",20110421,"1830:100","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2373,"GARSIDE1830-1836",20110421,"1830:101","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2374,"GARSIDE1830-1836",20110421,"1830:102","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2375,"GARSIDE1830-1836",20110421,"1830:103","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2376,"GARSIDE1830-1836",20110421,"1830:104","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2377,"GARSIDE1830-1836",20110421,"1830:105","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2378,"GARSIDE1830-1836",20110421,"1830:106","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2379,"GARSIDE1830-1836",20110421,"1830:107","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2380,"GARSIDE1830-1836",20110421,"1830:108","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2381,"GARSIDE1830-1836",20110421,"1831:001","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2382,"GARSIDE1830-1836",20110421,"1831:002","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2383,"GARSIDE1830-1836",20110421,"1831:003","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2384,"GARSIDE1830-1836",20110421,"1831:004","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2385,"GARSIDE1830-1836",20110421,"1831:005","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2386,"GARSIDE1830-1836",20110421,"1831:006","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2387,"GARSIDE1830-1836",20110421,"1831:007","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2388,"GARSIDE1830-1836",20110421,"1831:008","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2389,"GARSIDE1830-1836",20110421,"1831:009","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2390,"GARSIDE1830-1836",20110421,"1831:010","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2391,"GARSIDE1830-1836",20110421,"1831:011","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2392,"GARSIDE1830-1836",20110421,"1831:012","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2393,"GARSIDE1830-1836",20110421,"1831:013","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2394,"GARSIDE1830-1836",20110421,"1831:014","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2395,"GARSIDE1830-1836",20110421,"1831:015","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2396,"GARSIDE1830-1836",20110421,"1831:016","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2397,"GARSIDE1830-1836",20110421,"1831:017","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2398,"GARSIDE1830-1836",20110421,"1831:018","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2399,"GARSIDE1830-1836",20110421,"1831:019","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2400,"GARSIDE1830-1836",20110421,"1831:020","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2401,"GARSIDE1830-1836",20110421,"1831:021","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2402,"GARSIDE1830-1836",20110421,"1831:022","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2403,"GARSIDE1830-1836",20110421,"1831:023","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2404,"GARSIDE1830-1836",20110421,"1831:024","THE YOUNG DUKE","[DISRAELI, Benjamin, Earl of Beaconsfield]",1831,"Male",,"THE YOUNG DUKE. BY THE AUTHOR OF ""VIVIAN GREY."" IN THREE VOLUMES.","London: Henry Colburn and Richard Bentley, New Burlington Street, 1831.",,,,,"IrA-AAAAYAAJ",
2405,"GARSIDE1830-1836",20110421,"1831:025","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2406,"GARSIDE1830-1836",20110421,"1831:026","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2407,"GARSIDE1830-1836",20110421,"1831:027","Destiny","Ferrier",1831,"Female",,"DESTINY; OR, THE CHIEF'S DAUGHTER. BY THE AUTHOR OF ""MARRIAGE,"" AND ""THE INHERITANCE.”","Edinburgh: Printed for Robert Cadell, Edinburgh; and Whittaker and Co., London, 1831.",,,,,"destinyorchiefsd01ferr destinyorchiefsd02ferr",
2408,"GARSIDE1830-1836",20110421,"1831:028","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2409,"GARSIDE1830-1836",20110421,"1831:029","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2410,"GARSIDE1830-1836",20110421,"1831:030","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2411,"GARSIDE1830-1836",20110421,"1831:031","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2412,"GARSIDE1830-1836",20110421,"1831:032","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2413,"GARSIDE1830-1836",20110421,"1831:033","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2414,"GARSIDE1830-1836",20110421,"1831:034","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2415,"GARSIDE1830-1836",20110421,"1831:035","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2416,"GARSIDE1830-1836",20110421,"1831:036","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2417,"GARSIDE1830-1836",20110421,"1831:037","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2418,"GARSIDE1830-1836",20110421,"1831:038","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2419,"GARSIDE1830-1836",20110421,"1831:039","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2420,"GARSIDE1830-1836",20110421,"1831:040","The Scottish Chieftains; or, the perils of love and war","Jones, H[annah] M[aria]",,,,,,,,,,,
2421,"GARSIDE1830-1836",20110421,"1831:041","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2422,"GARSIDE1830-1836",20110421,"1831:042","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2423,"GARSIDE1830-1836",20110421,"1831:043","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2424,"GARSIDE1830-1836",20110421,"1831:044","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2425,"GARSIDE1830-1836",20110421,"1831:045","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2426,"GARSIDE1830-1836",20110421,"1831:046","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2427,"GARSIDE1830-1836",20110421,"1831:047","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2428,"GARSIDE1830-1836",20110421,"1831:048","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2429,"GARSIDE1830-1836",20110421,"1831:049","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2430,"GARSIDE1830-1836",20110421,"1831:050","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2431,"GARSIDE1830-1836",20110421,"1831:051","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2432,"GARSIDE1830-1836",20110421,"1831:052","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2433,"GARSIDE1830-1836",20110421,"1831:053","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2434,"GARSIDE1830-1836",20110421,"1831:054","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2435,"GARSIDE1830-1836",20110421,"1831:055","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2436,"GARSIDE1830-1836",20110421,"1831:056","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2437,"GARSIDE1830-1836",20110421,"1831:057","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2438,"GARSIDE1830-1836",20110421,"1831:058","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2439,"GARSIDE1830-1836",20110421,"1831:059","A PLAYWRIGHT'S ADVENTURES","REYNOLDS, Frederick",1831,"Male",,,,,,,,"4Fa0TLJjWnMC KvQOAAAAIAAJ","KvQOAAAAIAAJ is Stanford, no epub available"
2440,"GARSIDE1830-1836",20110421,"1831:060","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2441,"GARSIDE1830-1836",20110421,"1831:061","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2442,"GARSIDE1830-1836",20110421,"1831:062","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2443,"GARSIDE1830-1836",20110421,"1831:063","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2444,"GARSIDE1830-1836",20110421,"1831:064","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2445,"GARSIDE1830-1836",20110421,"1831:065","THE TEMPLE OF MELEKARTHA","[TAYLOR, Isaac]",1831,"Male",,,,,,,,"templeofmelekart01tayl templeofmelekart02tayl templeofmelekart013ayl yhInAAAAMAAJ","3 vols, UIUC; vol3of3 yhInAAAAMAAJ"
2446,"GARSIDE1830-1836",20110421,"1831:066","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2447,"GARSIDE1830-1836",20110421,"1831:067","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2448,"GARSIDE1830-1836",20110421,"1831:068","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2449,"GARSIDE1830-1836",20110421,"1831:069","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2450,"GARSIDE1830-1836",20110421,"1832:001","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2451,"GARSIDE1830-1836",20110421,"1832:002","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2452,"GARSIDE1830-1836",20110421,"1832:003","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2453,"GARSIDE1830-1836",20110421,"1832:004","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2454,"GARSIDE1830-1836",20110421,"1832:005","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2455,"GARSIDE1830-1836",20110421,"1832:006","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2456,"GARSIDE1830-1836",20110421,"1832:007","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2457,"GARSIDE1830-1836",20110421,"1832:008","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2458,"GARSIDE1830-1836",20110421,"1832:009","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2459,"GARSIDE1830-1836",20110421,"1832:010","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2460,"GARSIDE1830-1836",20110421,"1832:011","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2461,"GARSIDE1830-1836",20110421,"1832:012","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2462,"GARSIDE1830-1836",20110421,"1832:013","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2463,"GARSIDE1830-1836",20110421,"1832:014","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2464,"GARSIDE1830-1836",20110421,"1832:015","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2465,"GARSIDE1830-1836",20110421,"1832:016","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2466,"GARSIDE1830-1836",20110421,"1832:017","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2467,"GARSIDE1830-1836",20110421,"1832:018","THE LIFE OF A SAILOR. BY A CAPTAIN IN THE NAVY.","[CHAMIER, Frederick]",1832,"Male",,"THE LIFE OF A SAILOR. BY A CAPTAIN IN THE NAVY. IN THREE VOLUMES.","London: Richard Bentley, New Burlington Street, (Late Colburn and Bentley.), 1832.",,,,"2nd edn. 1833 (NSTC, OCLC; BP: 18 Apr 1833, 31s 6d boards; Bentley MS List: 500 copies); 1839 (OCLC); 1850 (NSTC); 1855 (OCLC); 1856 (NSTC, OCLC); Philadelphia 1833 (NSTC, OCLC) [also New York 1833 (OCLC)]; German trans., 1835.","lifeofsailor00chamuoft lifeofsailor01cham lifeofsailor02cham lifeofsailor03cham l87FwKYohOcC 9QMmAAAAMAAJ tgMmAAAAMAAJ y9w0AAAAMAAJ","3 vols, UIUCl; ifeofsailor00chamuoft l87FwKYohOcC 1950 edition;9QMmAAAAMAAJ tgMmAAAAMAAJ 2 vols new york edition; y9w0AAAAMAAJ 1839 london edition"
2468,"GARSIDE1830-1836",20110421,"1832:019","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2469,"GARSIDE1830-1836",20110421,"1832:020","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2470,"GARSIDE1830-1836",20110421,"1832:021","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2471,"GARSIDE1830-1836",20110421,"1832:022","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2472,"GARSIDE1830-1836",20110421,"1832:023","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2473,"GARSIDE1830-1836",20110421,"1832:024","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2474,"GARSIDE1830-1836",20110421,"1832:025","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2475,"GARSIDE1830-1836",20110421,"1832:026","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2476,"GARSIDE1830-1836",20110421,"1832:027","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2477,"GARSIDE1830-1836",20110421,"1832:028","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2478,"GARSIDE1830-1836",20110421,"1832:029","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2479,"GARSIDE1830-1836",20110421,"1832:030","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2480,"GARSIDE1830-1836",20110421,"1832:031","THE RADICAL: AN AUTOBIOGRAPHY","[GALT, John]",1832,,,,,,,,"1833 as <i>Reform: Being The Member and The Radical</i> (NSTC, OCLC).","4lYJAAAAQAAJ; TBdzjUXlltAC",
2481,"GARSIDE1830-1836",20110421,"1832:032","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2482,"GARSIDE1830-1836",20110421,"1832:033","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2483,"GARSIDE1830-1836",20110421,"1832:034","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2484,"GARSIDE1830-1836",20110421,"1832:035","THE OPERA","[GORE, Catharine Grace Frances]",1832,"Female",,"THE OPERA: A NOVEL. BY THE AUTHOR OF ""MOTHERS AND DAUGHTERS."" IN THREE VOLUMES.","London: Henry Colburn and Richard Bentley, New Burlington Street, 1832.",,,,,"operanovel01gore operanovel02gore operanovel03gore ",
2485,"GARSIDE1830-1836",20110421,"1832:036","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2486,"GARSIDE1830-1836",20110421,"1832:037","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2487,"GARSIDE1830-1836",20110421,"1832:038","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2488,"GARSIDE1830-1836",20110421,"1832:039","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2489,"GARSIDE1830-1836",20110421,"1832:040","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2490,"GARSIDE1830-1836",20110421,"1832:041","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2491,"GARSIDE1830-1836",20110421,"1832:042","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2492,"GARSIDE1830-1836",20110421,"1832:043","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2493,"GARSIDE1830-1836",20110421,"1832:044","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2494,"GARSIDE1830-1836",20110421,"1832:045","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2495,"GARSIDE1830-1836",20110421,"1832:046","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2496,"GARSIDE1830-1836",20110421,"1832:047","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2497,"GARSIDE1830-1836",20110421,"1832:048","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2498,"GARSIDE1830-1836",20110421,"1832:049","HENRY MASTERTON","[JAMES, George Payne Rainsford]",1832,"Male",,"HENRY MASTERTON; OR THE ADVENTURES OF A YOUNG CAVALIER. BY THE AUTHOR OF ""RICHELIEU,"" ""DARNLEY,"" &C.; IN THREE VOLUMES.","London: Henry Colburn and Richard Bentley, New Burlington Street, 1832.",,,,"revised and corrected, 1837 (NSTC, OCLC; BP 24 Nov 1837, 6s); 1847 (OCLC); 1851 (NSTC); 1853 (OCLC); 1858 (OCLC); 1865 (OCLC); New York 1832 (OCLC); German trans., 1833; French trans., 1835 [as <i>Mémoires d'un jeune cavalier, par James</i> ].","henrymastertonor01jame henrymastertonor02jame henrymastertonor03jame BR0GAAAAQAAJ henrymastertonor00jameuoft","3 vols, UIUC; BR0GAAAAQAAJ henrymastertonor00jameuoft standard novels edition"
2499,"GARSIDE1830-1836",20110421,"1832:050","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2500,"GARSIDE1830-1836",20110421,"1832:051","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2501,"GARSIDE1830-1836",20110421,"1832:052","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2502,"GARSIDE1830-1836",20110421,"1832:053","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2503,"GARSIDE1830-1836",20110421,"1832:054","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2504,"GARSIDE1830-1836",20110421,"1832:055","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2505,"GARSIDE1830-1836",20110421,"1832:056","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2506,"GARSIDE1830-1836",20110421,"1832:057","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2507,"GARSIDE1830-1836",20110421,"1832:058","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2508,"GARSIDE1830-1836",20110421,"1832:059","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2509,"GARSIDE1830-1836",20110421,"1832:060","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2510,"GARSIDE1830-1836",20110421,"1832:061","Newton Forster","MARRYAT, Frederick",,,,,,,,,,,
2511,"GARSIDE1830-1836",20110421,"1832:062","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2512,"GARSIDE1830-1836",20110421,"1832:063","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2513,"GARSIDE1830-1836",20110421,"1832:064","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2514,"GARSIDE1830-1836",20110421,"1832:065","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2515,"GARSIDE1830-1836",20110421,"1832:066","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2516,"GARSIDE1830-1836",20110421,"1832:067","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2517,"GARSIDE1830-1836",20110421,"1832:068","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2518,"GARSIDE1830-1836",20110421,"1832:069","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2519,"GARSIDE1830-1836",20110421,"1832:070","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2520,"GARSIDE1830-1836",20110421,"1832:071","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2521,"GARSIDE1830-1836",20110421,"1832:072","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2522,"GARSIDE1830-1836",20110421,"1832:073","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2523,"GARSIDE1830-1836",20110421,"1832:074","FROISSART, AND HIS TIMES.","ST. LEDGER, [Francis] Barry [Boyle]",1832,"Male",,"FROISSART, AND HIS TIMES. BY THE LATE BARRY ST. LEGER, ESQ. IN THREE VOLUMES.","London: Henry Colburn and Richard Bentley, New Burlington-Street, 1832.",,,,,"KN3HFDNS_S0C xPqOWTKGT4EC HUxzHH7P228C","3 volumes in order: KN3HFDNS_S0C xPqOWTKGT4EC HUxzHH7P228C"
2524,"GARSIDE1830-1836",20110421,"1832:075","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2525,"GARSIDE1830-1836",20110421,"1832:076","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2526,"GARSIDE1830-1836",20110421,"1832:077","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2527,"GARSIDE1830-1836",20110421,"1832:078","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2528,"GARSIDE1830-1836",20110421,"1832:079","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2529,"GARSIDE1830-1836",20110421,"1832:080","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2530,"GARSIDE1830-1836",20110421,"1832:081","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2531,"GARSIDE1830-1836",20110421,"1832:082","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2532,"GARSIDE1830-1836",20110421,"1832:083","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2533,"GARSIDE1830-1836",20110421,"1832:084","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2534,"GARSIDE1830-1836",20110421,"1832:085","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2535,"GARSIDE1830-1836",20110421,"1832:086","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2536,"GARSIDE1830-1836",20110421,"1832:087","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2537,"GARSIDE1830-1836",20110421,"1832:088","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2538,"GARSIDE1830-1836",20110421,"1833:001","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2539,"GARSIDE1830-1836",20110421,"1833:002","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2540,"GARSIDE1830-1836",20110421,"1833:003","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2541,"GARSIDE1830-1836",20110421,"1833:004","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2542,"GARSIDE1830-1836",20110421,"1833:005","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2543,"GARSIDE1830-1836",20110421,"1833:006","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2544,"GARSIDE1830-1836",20110421,"1833:007","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2545,"GARSIDE1830-1836",20110421,"1833:008","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2546,"GARSIDE1830-1836",20110421,"1833:009","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2547,"GARSIDE1830-1836",20110421,"1833:010","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2548,"GARSIDE1830-1836",20110421,"1833:011","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2549,"GARSIDE1830-1836",20110421,"1833:012","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2550,"GARSIDE1830-1836",20110421,"1833:013",,"[BULWER LYTTON, Edward George]",1833,"Male",,"GODOLPHIN. A NOVEL. IN THREE VOLUMES.",,,,,"2nd edn. 1833 as <i>Godolphin, or, the Oath</i> (NSTC, OCLC; BP: 7 Aug 1833, 31s 6d boards; Bentley MS List: 250 copies); 1840 (OCLC); 1844 (OCLC); 1850 (NSTC, OCLC); 1850 (OCLC); [at least 5 more edns. to 1870]; Philadelphia 1833 (OCLC); German trans., 1834; French trans., 1836; Danish trans., 1858.","godolphin00lyttiala godolphin00lyttrich godolphin00lyttuoft u-INAAAAQAAJ","silverfork db notes best scan: godolphin00lyttrich entire text"
2551,"GARSIDE1830-1836",20110421,"1833:014","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2552,"GARSIDE1830-1836",20110421,"1833:015","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2553,"GARSIDE1830-1836",20110421,"1833:016","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2554,"GARSIDE1830-1836",20110421,"1833:017","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2555,"GARSIDE1830-1836",20110421,"1833:018","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2556,"GARSIDE1830-1836",20110421,"1833:019","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2557,"GARSIDE1830-1836",20110421,"1833:020","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2558,"GARSIDE1830-1836",20110421,"1833:021","ALROY","[DISRAELI, Benjamin, Earl of Beaconsfield]",1833,"Male",,"THE WONDROUS TALE OF ALROY. THE RISE OF ISKANDER. BY THE AUTHOR OF ""VIVIAN GREY,"" ""CONTARINI FLEMING,"" &C.; IN THREE VOLUMES.","London: Saunders and Otley, Conduit Street, 1833.",,,,,"wondroustaleofal01disr wondroustaleofal02disr wondroustaleofal03disr; Nh-m_xGkhQC",
2559,"GARSIDE1830-1836",20110421,"1833:022","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
2560,"GARSIDE1830-1836",20110421,"1833:023","PLACEHOLDER GARSIDE 1830-1836",,,,,,,,,,,,
